DATAFLOW,LAST UPDATE,freq,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2010,10.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2011,10.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2012,10.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2013,9.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2014,7.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2015,6.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2016,5.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2017,4.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2018,3.6,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2019,3.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2020,4.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2021,4.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2022,3.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2023,4.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2024,4.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,HU,2025,4.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2009,12.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2010,14.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2011,15.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2012,15.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2013,13.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2014,11.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2015,9.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2016,8.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2017,6.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2018,5.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2019,5.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2020,5.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2021,6.2,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2022,4.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2023,4.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2024,4.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IE,2025,4.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2009,7.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2010,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2011,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2012,10.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2013,12.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2014,12.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2015,12.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2016,11.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2017,11.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2018,10.6,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2019,9.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2020,9.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2021,9.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2022,8.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2023,7.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2024,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,IT,2025,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2009,13.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2010,17.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2011,15.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2012,13.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2013,11.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2014,10.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2015,9.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2016,7.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2017,7.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2018,6.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2019,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2020,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2021,7.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2022,6.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2023,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2024,7.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LT,2025,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2009,5.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2010,4.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2011,4.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2012,5.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2013,5.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2014,5.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2015,6.7,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2016,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2017,5.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2018,5.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2019,5.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2020,6.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2021,5.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2022,4.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2023,5.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2024,6.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LU,2025,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2009,17.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2010,19.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2011,16.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2012,15.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2013,11.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2014,10.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2015,9.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2016,9.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2017,8.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2018,7.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2019,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2020,8.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2021,7.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2022,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2023,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2024,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,LV,2025,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2009,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2010,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2011,6.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2012,6.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2013,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2014,5.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2015,5.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2016,4.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2017,4.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2018,4.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2019,4.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2020,4.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2021,3.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2022,3.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2023,3.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2024,3.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,MT,2025,3.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2009,5.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2010,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2011,6.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2012,6.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2013,8.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2014,8.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2015,7.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2016,7.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2017,5.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2018,4.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2019,4.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2020,4.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2021,4.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2022,3.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2023,3.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2024,3.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,NL,2025,3.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2009,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2010,10.0,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2011,10.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2012,10.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2013,10.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2014,9.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2015,7.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2016,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2017,5.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2018,3.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2019,3.3,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2020,3.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2021,3.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2022,2.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2023,2.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2024,2.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PL,2025,3.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2009,11.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2010,12.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2011,13.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2012,16.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2013,17.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2014,14.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2015,13.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2016,11.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2017,9.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2018,7.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2019,6.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2020,7.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2021,6.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2022,6.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2023,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2024,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,PT,2025,6.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2009,8.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2010,9.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2011,9.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2012,8.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2013,9.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2014,8.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2015,8.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2016,7.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2017,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2018,5.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2019,4.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2020,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2021,5.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2022,5.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2023,5.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2024,5.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,RO,2025,6.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2005,7.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2006,7.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2007,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2008,6.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2009,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2010,8.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2011,7.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2012,8.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2013,8.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2014,8.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2015,7.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2016,7.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2017,6.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2018,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2019,6.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2020,8.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2021,8.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2022,7.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2023,7.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2024,8.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SE,2025,8.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2009,5.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2010,7.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2011,8.2,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2012,8.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2013,10.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2014,9.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2015,9.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2016,8.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2017,6.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2018,5.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2019,4.4,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2020,5.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2021,4.8,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2022,4.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2023,3.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2024,3.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SI,2025,3.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2009,12.0,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2010,14.3,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2011,13.5,b,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2012,13.9,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2013,14.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2014,13.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2015,11.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2016,9.6,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2017,8.1,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2018,6.5,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2019,5.7,,
ESTAT:TIPSUN20(1.0),12/03/26 23:00:00,A,T,Y15-74,PC_ACT,SK,2020,6.7,,
